#(T,k) [K x 1/s]
r_cte = 8.314 [J/(mol.K)]
n_pts = 80
3.00000e+02 6.62307e-01
3.02532e+02 6.38293e-01
3.05063e+02 6.52740e-01
3.07595e+02 6.70871e-01
3.10127e+02 6.64383e-01
3.12658e+02 6.44805e-01
3.15190e+02 6.75808e-01
3.17722e+02 6.63662e-01
3.20253e+02 6.70918e-01
3.22785e+02 6.73482e-01
3.25316e+02 6.68880e-01
3.27848e+02 6.70740e-01
3.30380e+02 6.83313e-01
3.32911e+02 6.80418e-01
3.35443e+02 6.72898e-01
3.37975e+02 6.77794e-01
3.40506e+02 6.85567e-01
3.43038e+02 6.81790e-01
3.45570e+02 6.81445e-01
3.48101e+02 6.62813e-01
3.50633e+02 6.89620e-01
3.53165e+02 6.63136e-01
3.55696e+02 6.91321e-01
3.58228e+02 6.78288e-01
3.60759e+02 6.84985e-01
3.63291e+02 6.87386e-01
3.65823e+02 6.79902e-01
3.68354e+02 6.79500e-01
3.70886e+02 6.95287e-01
3.73418e+02 6.91433e-01
3.75949e+02 7.01348e-01
3.78481e+02 6.95277e-01
3.81013e+02 7.04906e-01
3.83544e+02 7.26082e-01
3.86076e+02 6.94809e-01
3.88608e+02 7.16363e-01
3.91139e+02 6.99372e-01
3.93671e+02 6.94798e-01
3.96203e+02 7.13537e-01
3.98734e+02 6.91265e-01
4.01266e+02 6.97518e-01
4.03797e+02 7.01174e-01
4.06329e+02 6.97876e-01
4.08861e+02 6.98208e-01
4.11392e+02 7.09492e-01
4.13924e+02 7.23780e-01
4.16456e+02 7.08750e-01
4.18987e+02 6.91425e-01
4.21519e+02 7.33346e-01
4.24051e+02 7.34062e-01
4.26582e+02 7.07130e-01
4.29114e+02 7.13706e-01
4.31646e+02 7.01164e-01
4.34177e+02 7.26101e-01
4.36709e+02 7.40700e-01
4.39241e+02 7.25134e-01
4.41772e+02 7.34154e-01
4.44304e+02 7.13355e-01
4.46835e+02 7.22778e-01
4.49367e+02 7.21282e-01
4.51899e+02 7.11598e-01
4.54430e+02 7.26497e-01
4.56962e+02 7.50751e-01
4.59494e+02 7.20811e-01
4.62025e+02 7.33509e-01
4.64557e+02 7.42350e-01
4.67089e+02 7.30693e-01
4.69620e+02 7.20110e-01
4.72152e+02 7.31968e-01
4.74684e+02 7.29374e-01
4.77215e+02 7.33372e-01
4.79747e+02 7.49056e-01
4.82278e+02 7.12736e-01
4.84810e+02 7.64776e-01
4.87342e+02 7.52047e-01
4.89873e+02 7.65239e-01
4.92405e+02 7.42056e-01
4.94937e+02 7.29552e-01
4.97468e+02 7.42067e-01
5.00000e+02 7.44689e-01
