#(T,k) [K x 1/s]
r_cte = 8.314 [J/(mol.K)]
n_pts = 20
3.00000e+02 6.41622e-01
3.10526e+02 6.48235e-01
3.21053e+02 6.50623e-01
3.31579e+02 6.91742e-01
3.42105e+02 6.90083e-01
3.52632e+02 6.97589e-01
3.63158e+02 6.94076e-01
3.73684e+02 7.02494e-01
3.84211e+02 7.13122e-01
3.94737e+02 7.09183e-01
4.05263e+02 6.77340e-01
4.15789e+02 7.15831e-01
4.26316e+02 7.12011e-01
4.36842e+02 7.34584e-01
4.47368e+02 7.16973e-01
4.57895e+02 7.33518e-01
4.68421e+02 7.32804e-01
4.78947e+02 7.56243e-01
4.89474e+02 7.48187e-01
5.00000e+02 7.51647e-01
