#(T,k) [K x 1/s]
r_cte = 8.314 [J/(mol.K)]
n_pts = 80
3.00000e+02 6.50536e-01
3.02532e+02 6.53137e-01
3.05063e+02 6.58355e-01
3.07595e+02 6.66817e-01
3.10127e+02 6.75330e-01
3.12658e+02 6.51782e-01
3.15190e+02 6.75114e-01
3.17722e+02 6.73410e-01
3.20253e+02 6.72195e-01
3.22785e+02 6.73720e-01
3.25316e+02 6.71529e-01
3.27848e+02 6.72030e-01
3.30380e+02 6.29066e-01
3.32911e+02 6.59279e-01
3.35443e+02 6.55202e-01
3.37975e+02 6.77828e-01
3.40506e+02 6.64041e-01
3.43038e+02 6.60227e-01
3.45570e+02 6.65523e-01
3.48101e+02 6.86980e-01
3.50633e+02 6.73368e-01
3.53165e+02 6.75413e-01
3.55696e+02 6.77140e-01
3.58228e+02 6.93788e-01
3.60759e+02 6.89772e-01
3.63291e+02 7.06174e-01
3.65823e+02 6.86688e-01
3.68354e+02 6.85558e-01
3.70886e+02 7.13096e-01
3.73418e+02 7.06114e-01
3.75949e+02 6.80449e-01
3.78481e+02 6.85211e-01
3.81013e+02 6.94964e-01
3.83544e+02 7.05224e-01
3.86076e+02 6.93733e-01
3.88608e+02 7.25231e-01
3.91139e+02 7.11700e-01
3.93671e+02 7.11671e-01
3.96203e+02 7.12975e-01
3.98734e+02 7.15441e-01
4.01266e+02 6.74781e-01
4.03797e+02 7.33063e-01
4.06329e+02 6.95712e-01
4.08861e+02 6.92849e-01
4.11392e+02 7.40513e-01
4.13924e+02 6.98711e-01
4.16456e+02 7.06383e-01
4.18987e+02 7.17425e-01
4.21519e+02 6.95418e-01
4.24051e+02 7.46159e-01
4.26582e+02 7.27682e-01
4.29114e+02 7.12864e-01
4.31646e+02 7.26585e-01
4.34177e+02 7.39359e-01
4.36709e+02 7.22295e-01
4.39241e+02 7.30712e-01
4.41772e+02 7.29954e-01
4.44304e+02 7.31766e-01
4.46835e+02 7.32662e-01
4.49367e+02 7.44721e-01
4.51899e+02 7.24097e-01
4.54430e+02 7.47259e-01
4.56962e+02 7.27055e-01
4.59494e+02 7.19244e-01
4.62025e+02 7.55797e-01
4.64557e+02 7.20857e-01
4.67089e+02 7.53916e-01
4.69620e+02 7.35374e-01
4.72152e+02 7.04467e-01
4.74684e+02 7.13448e-01
4.77215e+02 7.28213e-01
4.79747e+02 7.34378e-01
4.82278e+02 7.55961e-01
4.84810e+02 7.50088e-01
4.87342e+02 7.39110e-01
4.89873e+02 7.45659e-01
4.92405e+02 7.40256e-01
4.94937e+02 7.37068e-01
4.97468e+02 7.60880e-01
5.00000e+02 7.22605e-01
