#(T,k) [K x 1/s]
r_cte = 8.314 [J/(mol.K)]
n_pts = 30
3.73150e+02 9.98414e+00
3.82391e+02 9.64539e+00
3.91633e+02 1.02189e+01
4.00874e+02 1.04265e+01
4.10116e+02 1.01341e+01
4.19357e+02 1.02072e+01
4.28598e+02 1.04800e+01
4.37840e+02 1.05773e+01
4.47081e+02 1.04338e+01
4.56322e+02 1.07136e+01
4.65564e+02 1.08527e+01
4.74805e+02 1.07399e+01
4.84047e+02 1.11084e+01
4.93288e+02 1.10354e+01
5.02529e+02 1.14161e+01
5.11771e+02 1.12064e+01
5.21012e+02 1.08096e+01
5.30253e+02 1.13213e+01
5.39495e+02 1.16548e+01
5.48736e+02 1.15291e+01
5.57978e+02 1.17740e+01
5.67219e+02 1.18717e+01
5.76460e+02 1.16792e+01
5.85702e+02 1.18888e+01
5.94943e+02 1.19496e+01
6.04184e+02 1.16698e+01
6.13426e+02 1.18103e+01
6.22667e+02 1.17594e+01
6.31909e+02 1.24839e+01
6.41150e+02 1.22614e+01
